vehicleid;stocktype;licenseplate;chassisnumber;registrationdate;makename;modelname;description;segment;segmento_mercato;segment_description;wltp_co2emission;fuel;alimentazione;alimentazione_fuel_code;transmission;external_color;internal_color;optional;prezzo_accessori;location;location_address;estimateddeliverydate;arrivaldate;comments;rating;showcasecode;showcase;catalogcode;catalog;data_listino;prezzo_listino;catalogfrom;datascadenzaopzione;stato_opzione1;stato_opzione2;neopatentati
40815527;Stock New;;;;PEUGEOT;2008;PEUGEOT 2008 Hybrid 110cv e-DCS6 Style auto Cross over 5-door (Euro 6E) ;CSG;B-Suv;;111;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Grigio Artense (metallizzato);Tessuto Renzo finiture Rimini con cuciture Orange;Kit di riparazione pneumatici,Vernice metallizzata;754,09;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";23/07/2026;;;;403240;Stock Open;25A1PP1SYHJGWB02PH2;Active;03/02/2026;24565,57;03/02/2026;30/03/2026;OPZIONATO; ;SI
40815530;Stock New;;;;PEUGEOT;2008;PEUGEOT 2008 Hybrid 110cv e-DCS6 Style auto Cross over 5-door (Euro 6E) ;CSG;B-Suv;;111;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Grigio Artense (metallizzato);Tessuto Renzo finiture Rimini con cuciture Orange;Kit di riparazione pneumatici,Vernice metallizzata;754,09;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";23/07/2026;;;;403240;Stock Open;25A1PP1SYHJGWB02PH2;Active;03/02/2026;24565,57;03/02/2026;01/04/2026;OPZIONATO; ;SI
40815546;Stock New;;;;PEUGEOT;2008;PEUGEOT 2008 Hybrid 110cv e-DCS6 Style auto Cross over 5-door (Euro 6E) ;CSG;B-Suv;;111;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Grigio Artense (metallizzato);Tessuto Renzo finiture Rimini con cuciture Orange;Kit di riparazione pneumatici,Vernice metallizzata;754,09;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";23/07/2026;;;;403240;Stock Open;25A1PP1SYHJGWB02PH2;Active;03/02/2026;24565,57;03/02/2026;; ; ;SI
40815556;Stock New;;;;PEUGEOT;2008;PEUGEOT 2008 Hybrid 110cv e-DCS6 Style auto Cross over 5-door (Euro 6E) ;CSG;B-Suv;;111;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Nero Perla (metallizzato);Tessuto Renzo finiture Rimini con cuciture Orange;Kit di riparazione pneumatici,Vernice metallizzata;754,09;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";23/07/2026;;;;403240;Stock Open;25A1PP1SYHJGWB02PH2;Active;03/02/2026;24565,57;03/02/2026;; ; ;SI
40815589;Stock New;;;;OPEL;FRONTERA;OPEL FRONTERA Hybrid 110cv Edition EDCT Sport utility vehicle 5-door (Euro 6E) ;DSG;B-Suv;Compact - Suv/Cross Over - Generic;118;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Kristall Silver Metallizzato;Tessuto Comfort Nero;Kit riparazione,Vernici Metallizzata;696,72;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";20/08/2026;;;;403240;Stock Open;26A1GO3SULJGWL0A0C0;Ad hoc;01/10/2025;20516,39;01/10/2025;; ; ;SI
40815591;Stock New;;;;OPEL;FRONTERA;OPEL FRONTERA Hybrid 110cv Edition EDCT Sport utility vehicle 5-door (Euro 6E) ;DSG;B-Suv;Compact - Suv/Cross Over - Generic;118;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Kristall Silver Metallizzato;Tessuto Comfort Nero;Kit riparazione,Vernici Metallizzata;696,72;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";20/08/2026;;;;403240;Stock Open;26A1GO3SULJGWL0A0C0;Ad hoc;01/10/2025;20516,39;01/10/2025;; ; ;SI
40815596;Stock New;;;;OPEL;FRONTERA;OPEL FRONTERA Hybrid 110cv Edition EDCT Sport utility vehicle 5-door (Euro 6E) ;DSG;B-Suv;Compact - Suv/Cross Over - Generic;118;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Kristall Silver Metallizzato;Tessuto Comfort Nero;Kit riparazione,Vernici Metallizzata;696,72;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";20/08/2026;;;;403240;Stock Open;26A1GO3SULJGWL0A0C0;Ad hoc;01/10/2025;20516,39;01/10/2025;; ; ;SI
40815614;Stock New;;;;OPEL;FRONTERA;OPEL FRONTERA Hybrid 110cv Edition EDCT Sport utility vehicle 5-door (Euro 6E) ;DSG;B-Suv;Compact - Suv/Cross Over - Generic;118;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Kristall Silver Metallizzato;Tessuto Comfort Nero;Kit riparazione,Vernici Metallizzata;696,72;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";20/08/2026;;;;403240;Stock Open;26A1GO3SULJGWL0A0C0;Ad hoc;01/10/2025;20516,39;01/10/2025;; ; ;SI
40815616;Stock New;;;;OPEL;FRONTERA;OPEL FRONTERA Hybrid 110cv Edition EDCT Sport utility vehicle 5-door (Euro 6E) ;DSG;B-Suv;Compact - Suv/Cross Over - Generic;118;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Kristall Silver Metallizzato;Tessuto Comfort Nero;Kit riparazione,Vernici Metallizzata;696,72;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";20/08/2026;;;;403240;Stock Open;26A1GO3SULJGWL0A0C0;Ad hoc;01/10/2025;20516,39;01/10/2025;; ; ;SI
40815621;Stock New;;;;OPEL;FRONTERA;OPEL FRONTERA Hybrid 110cv Edition EDCT Sport utility vehicle 5-door (Euro 6E) ;DSG;B-Suv;Compact - Suv/Cross Over - Generic;118;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Kristall Silver Metallizzato;Tessuto Comfort Nero;Kit riparazione,Vernici Metallizzata;696,72;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";20/08/2026;;;;403240;Stock Open;26A1GO3SULJGWL0A0C0;Ad hoc;01/10/2025;20516,39;01/10/2025;02/04/2026;OPZIONATO; ;SI
40815623;Stock New;;;;OPEL;FRONTERA;OPEL FRONTERA Hybrid 110cv Edition EDCT Sport utility vehicle 5-door (Euro 6E) ;DSG;B-Suv;Compact - Suv/Cross Over - Generic;118;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Kristall Silver Metallizzato;Tessuto Comfort Nero;Kit riparazione,Vernici Metallizzata;696,72;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";20/08/2026;;;;403240;Stock Open;26A1GO3SULJGWL0A0C0;Ad hoc;01/10/2025;20516,39;01/10/2025;; ; ;SI
40815624;Stock New;;;;OPEL;FRONTERA;OPEL FRONTERA Hybrid 110cv Edition EDCT Sport utility vehicle 5-door (Euro 6E) ;DSG;B-Suv;Compact - Suv/Cross Over - Generic;118;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Kristall Silver Metallizzato;Tessuto Comfort Nero;Kit riparazione,Vernici Metallizzata;696,72;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";20/08/2026;;;;403240;Stock Open;26A1GO3SULJGWL0A0C0;Ad hoc;01/10/2025;20516,39;01/10/2025;; ; ;SI
40815634;Stock New;;;;OPEL;FRONTERA;OPEL FRONTERA Hybrid 110cv Edition EDCT Sport utility vehicle 5-door (Euro 6E) ;DSG;B-Suv;Compact - Suv/Cross Over - Generic;118;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Arktis White Pastello;Tessuto Comfort Nero;Kit riparazione,Vernice Pastello Arktis White;696,72;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";20/08/2026;;;;403240;Stock Open;26A1GO3SULJGWL0A0C0;Ad hoc;01/10/2025;20516,39;01/10/2025;01/04/2026;OPZIONATO; ;SI
40816671;Stock New;;;;JEEP;AVENGER;JEEP AVENGER 1.2 MHEV e-Hybrid Turbo Altitude Sport utility vehicle 5-door (Euro 6E) ;R;N1;Van Small;111;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Snow pastello con tetto Volcano;Sedili tessuto premium e vinile neri con dettagli grigi e plancia silver;Kit Fix & Go,Vernice pastello Snow con tetto Volcano;2355,16;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";26/06/2026;;case 20260220-37111759;;403240;Stock Open;25A619.P2K.2;Active;24/03/2026;23155,74;24/03/2026;;OPZIONATO; ;SI
40816691;Stock New;;;;JEEP;AVENGER;JEEP AVENGER 1.2 MHEV e-Hybrid Turbo Longitude Sport utility vehicle 5-door (Euro 6E) ;CSP;B-Suv;Small - Suv/Cross Over - Premium;111;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Storm metallizzato;Selleria in tessuto nero;Kit Fix & Go,Vernice metallizzata Storm;639,34;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";26/06/2026;;;;403240;Stock Open;25A619.M2K.2;Active;24/03/2026;21516,39;24/03/2026;; ; ;SI
40816699;Stock New;;;;JEEP;AVENGER;JEEP AVENGER 1.2 MHEV e-Hybrid Turbo Longitude Sport utility vehicle 5-door (Euro 6E) ;CSP;B-Suv;Small - Suv/Cross Over - Premium;111;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Storm metallizzato;Selleria in tessuto nero;Kit Fix & Go,Vernice metallizzata Storm;639,34;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";26/06/2026;;;;403240;Stock Open;25A619.M2K.2;Active;24/03/2026;21516,39;24/03/2026;; ; ;SI
40816712;Stock New;;;;JEEP;AVENGER;JEEP AVENGER 1.2 MHEV e-Hybrid Turbo Longitude Sport utility vehicle 5-door (Euro 6E) ;CSP;B-Suv;Small - Suv/Cross Over - Premium;111;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Snow pastello;Selleria in tessuto nero;Kit Fix & Go,Vernice pastello Snow;639,34;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";26/06/2026;;;;403240;Stock Open;25A619.M2K.2;Active;24/03/2026;21516,39;24/03/2026;; ; ;SI
40816734;Stock New;;;;JEEP;AVENGER;JEEP AVENGER 1.2 MHEV e-Hybrid Turbo Longitude Sport utility vehicle 5-door (Euro 6E) ;R;N1;Van Small;111;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Snow pastello;Selleria in tessuto nero;Kit Fix & Go,Vernice pastello Snow;1904,34;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";26/06/2026;;;;403240;Stock Open;25A619.M2K.2;Active;24/03/2026;21516,39;24/03/2026;; ; ;SI
40816746;Stock New;;;;FIAT;600;FIAT 600 1.2 Hybrid 145cv Icon Sport utility vehicle 5-door (Euro 6E) ;CSG;B-Suv;;109;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Nero Cinema pastello;Selleria bicolore intessuto nero Jaquard con monogramma FIAT;Vernice pastello Nero;655,74;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";11/06/2026;;;;403240;Stock Open;25A364.J24.3;Active;23/12/2025;22336,07;23/12/2025;30/03/2026;OPZIONATO;OPZIONATO;SI
40816776;Stock New;;;;FIAT;600;FIAT 600 1.2 Hybrid 145cv Icon Sport utility vehicle 5-door (Euro 6E) ;CSG;B-Suv;;109;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Bianco Gelato pastello;Selleria bicolore intessuto nero Jaquard con monogramma FIAT;Vernice pastello Bianco;655,74;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";11/06/2026;;;;403240;Stock Open;25A364.J24.3;Active;23/12/2025;22336,07;23/12/2025;; ; ;SI
40816780;Stock New;;;;FIAT;600;FIAT 600 1.2 Hybrid 145cv Icon Sport utility vehicle 5-door (Euro 6E) ;CSG;B-Suv;;109;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Verde Mare metallizzato;Selleria bicolore intessuto nero Jaquard con monogramma FIAT;Vernice metallizzata Verde Mare d'Italia;655,74;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";11/06/2026;;;;403240;Stock Open;25A364.J24.3;Active;23/12/2025;22336,07;23/12/2025;; ; ;SI
40816789;Stock New;;;;FIAT;600;FIAT 600 1.2 Hybrid 145cv Icon Sport utility vehicle 5-door (Euro 6E) ;CSG;B-Suv;;109;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Verde Mare metallizzato;Selleria bicolore intessuto nero Jaquard con monogramma FIAT;Vernice metallizzata Verde Mare d'Italia;655,74;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";11/06/2026;;;;403240;Stock Open;25A364.J24.3;Active;23/12/2025;22336,07;23/12/2025;; ; ;SI
40816791;Stock New;;;;FIAT;600;FIAT 600 1.2 Hybrid 145cv Icon Sport utility vehicle 5-door (Euro 6E) ;CSG;B-Suv;;109;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Verde Mare metallizzato;Selleria bicolore intessuto nero Jaquard con monogramma FIAT;Vernice metallizzata Verde Mare d'Italia;655,74;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";11/06/2026;;;;403240;Stock Open;25A364.J24.3;Active;23/12/2025;22336,07;23/12/2025;; ; ;SI
40816869;Stock New;;;;FIAT;600;FIAT 600 1.2 Hybrid 110cv Business Sport utility vehicle 5-door (Euro 6E) ;CSG;B-Suv;;109;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Nero Cinema pastello;Selleria bicolore intessuto nero Jaquard con monogramma FIAT;Vernice pastello Nero;655,74;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";21/07/2026;;;;403240;Stock Open;25A364.D23.3;Active;23/12/2025;21721,31;23/12/2025;02/04/2026;OPZIONATO; ;ND
40816873;Stock New;;;;FIAT;600;FIAT 600 1.2 Hybrid 110cv Business Sport utility vehicle 5-door (Euro 6E) ;CSG;B-Suv;;109;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Nero Cinema pastello;Selleria bicolore intessuto nero Jaquard con monogramma FIAT;Vernice pastello Nero;655,74;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";21/07/2026;;;;403240;Stock Open;25A364.D23.3;Active;23/12/2025;21721,31;23/12/2025;; ; ;ND
40815645;Stock New;;;;OPEL;FRONTERA;OPEL FRONTERA Hybrid 110cv Edition EDCT Sport utility vehicle 5-door (Euro 6E) ;DSG;B-Suv;Compact - Suv/Cross Over - Generic;118;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Arktis White Pastello;Tessuto Comfort Nero;Kit riparazione,Vernice Pastello Arktis White;696,72;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";20/08/2026;;;;403240;Stock Open;26A1GO3SULJGWL0A0C0;Ad hoc;01/10/2025;20516,39;01/10/2025;; ; ;SI
40815646;Stock New;;;;OPEL;FRONTERA;OPEL FRONTERA Hybrid 110cv Edition EDCT Sport utility vehicle 5-door (Euro 6E) ;DSG;B-Suv;Compact - Suv/Cross Over - Generic;118;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Arktis White Pastello;Tessuto Comfort Nero;Kit riparazione,Vernice Pastello Arktis White;696,72;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";20/08/2026;;;;403240;Stock Open;26A1GO3SULJGWL0A0C0;Ad hoc;01/10/2025;20516,39;01/10/2025;; ; ;SI
40815684;Stock New;;;;OPEL;CORSA;OPEL CORSA 1.2 Hybrid 110cv GS DCT6 Hatchback 5-door (Euro 6E) ;CBG;B;;103;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Kristall Silver Metallizzato;Tessuto Banda Black;Kit riparazione,Vernici Metallizzata;696,72;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";30/07/2026;;;;403240;Stock Open;26A1GJOA5TJGWB0A0J2;Active;11/03/2026;19819,67;11/03/2026;; ; ;SI
40815686;Stock New;;;;OPEL;CORSA;OPEL CORSA 1.2 Hybrid 110cv GS DCT6 Hatchback 5-door (Euro 6E) ;CBG;B;;103;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Kristall Silver Metallizzato;Tessuto Banda Black;Kit riparazione,Vernici Metallizzata;696,72;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";30/07/2026;;;;403240;Stock Open;26A1GJOA5TJGWB0A0J2;Active;11/03/2026;19819,67;11/03/2026;; ; ;SI
40815693;Stock New;;;;OPEL;CORSA;OPEL CORSA 1.2 Hybrid 110cv GS DCT6 Hatchback 5-door (Euro 6E) ;CBG;B;;103;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Kristall Silver Metallizzato;Tessuto Banda Black;Kit riparazione,Vernici Metallizzata;696,72;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";30/07/2026;;;;403240;Stock Open;26A1GJOA5TJGWB0A0J2;Active;11/03/2026;19819,67;11/03/2026;; ; ;SI
40815700;Stock New;;;;OPEL;CORSA;OPEL CORSA 1.2 Hybrid 110cv GS DCT6 Hatchback 5-door (Euro 6E) ;CBG;B;;103;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Kristall Silver Metallizzato;Tessuto Banda Black;Kit riparazione,Vernici Metallizzata;696,72;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";30/07/2026;;;;403240;Stock Open;26A1GJOA5TJGWB0A0J2;Active;11/03/2026;19819,67;11/03/2026;; ; ;SI
40815701;Stock New;;;;OPEL;CORSA;OPEL CORSA 1.2 Hybrid 110cv GS DCT6 Hatchback 5-door (Euro 6E) ;CBG;B;;103;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Kristall Silver Metallizzato;Tessuto Banda Black;Kit riparazione,Vernici Metallizzata;696,72;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";30/07/2026;;;;403240;Stock Open;26A1GJOA5TJGWB0A0J2;Active;11/03/2026;19819,67;11/03/2026;; ; ;SI
40815704;Stock New;;;;OPEL;CORSA;OPEL CORSA 1.2 Hybrid 110cv GS DCT6 Hatchback 5-door (Euro 6E) ;CBG;B;;103;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Kristall Silver Metallizzato;Tessuto Banda Black;Kit riparazione,Vernici Metallizzata;696,72;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";30/07/2026;;;;403240;Stock Open;26A1GJOA5TJGWB0A0J2;Active;11/03/2026;19819,67;11/03/2026;; ; ;SI
40815720;Stock New;;;;OPEL;CORSA;OPEL CORSA 1.2 Hybrid 110cv GS DCT6 Hatchback 5-door (Euro 6E) ;CBG;B;;103;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Karbon Black Metallizzato;Tessuto Banda Black;Kit riparazione,Vernici Metallizzata;696,72;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";30/07/2026;;;;403240;Stock Open;26A1GJOA5TJGWB0A0J2;Active;11/03/2026;19819,67;11/03/2026;; ; ;SI
40815724;Stock New;;;;OPEL;CORSA;OPEL CORSA 1.2 Hybrid 110cv GS DCT6 Hatchback 5-door (Euro 6E) ;CBG;B;;103;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Kontur White metallizzato;Tessuto Banda Black;Kit riparazione,Vernici Metallizzata;696,72;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";30/07/2026;;;;403240;Stock Open;26A1GJOA5TJGWB0A0J2;Active;11/03/2026;19819,67;11/03/2026;; ; ;SI
40816032;Stock New;;;;TOYOTA;AYGO X;TOYOTA AYGO X Hybrid 115 e-CVT Sport utility vehicle 5-door (Euro 6E) ;CSG;A;Small - Suv/Cross Over - Generic;85;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Black Metallizzato;Tessuto Nero;Vernice metallizzata;655,74;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";25/07/2026;;;;403240;Stock Open;26AAYXHAY-G;Active;08/10/2025;16311,48;08/10/2025;02/04/2026;OPZIONATO; ;SI
40816035;Stock New;;;;TOYOTA;AYGO X;TOYOTA AYGO X Hybrid 115 e-CVT Sport utility vehicle 5-door (Euro 6E) ;CSG;A;Small - Suv/Cross Over - Generic;85;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Black Metallizzato;Tessuto Nero;Vernice metallizzata;655,74;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";25/07/2026;;;;403240;Stock Open;26AAYXHAY-G;Active;08/10/2025;16311,48;08/10/2025;; ; ;SI
40816036;Stock New;;;;TOYOTA;AYGO X;TOYOTA AYGO X Hybrid 115 e-CVT Sport utility vehicle 5-door (Euro 6E) ;CSG;A;Small - Suv/Cross Over - Generic;85;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Black Metallizzato;Tessuto Nero;Vernice metallizzata;655,74;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";25/07/2026;;;;403240;Stock Open;26AAYXHAY-G;Active;08/10/2025;16311,48;08/10/2025;; ; ;SI
40816045;Stock New;;;;TOYOTA;AYGO X;TOYOTA AYGO X Hybrid 115 e-CVT Sport utility vehicle 5-door (Euro 6E) ;CSG;A;Small - Suv/Cross Over - Generic;85;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Black Metallizzato;Tessuto Nero;Vernice metallizzata;655,74;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";25/07/2026;;;;403240;Stock Open;26AAYXHAY-G;Active;08/10/2025;16311,48;08/10/2025;; ; ;SI
40816049;Stock New;;;;TOYOTA;AYGO X;TOYOTA AYGO X Hybrid 115 e-CVT Sport utility vehicle 5-door (Euro 6E) ;CSG;A;Small - Suv/Cross Over - Generic;85;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Black Metallizzato;Tessuto Nero;Vernice metallizzata;655,74;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";25/07/2026;;;;403240;Stock Open;26AAYXHAY-G;Active;08/10/2025;16311,48;08/10/2025;03/04/2026;OPZIONATO; ;SI
40816093;Stock New;;;;TOYOTA;AYGO X;TOYOTA AYGO X Hybrid 115 Icon e-CVT Sport utility vehicle 5-door (Euro 6E) ;CSG;A;Small - Suv/Cross Over - Generic;87;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Lavender Metallic & Black Metallizzato;Tessuto Emotional Nero/Lavender;;;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";25/07/2026;;;;403240;Stock Open;26AAYXHIC-O;Active;08/10/2025;18360,66;08/10/2025;02/04/2026;OPZIONATO; ;SI
40816252;Stock New;;;;TOYOTA;YARIS;TOYOTA YARIS Hybrid 115 Trend Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;91;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Super White pastello;Tessuto nero;Vernice pastello;0;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";27/07/2026;;;;403240;Stock Open;25ANY15HSF TRD4;Ad hoc;01/06/2025;21065,57;01/06/2025;30/03/2026;OPZIONATO;OPZIONATO;SI
40816268;Stock New;;;;TOYOTA;YARIS;TOYOTA YARIS Hybrid 115 Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;88;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Storm Grey Met.;Tessuto nero;Business Pack,Vernice metallizzata;942,62;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";11/06/2026;;;;403240;Stock Open;26ANY15HSF YAR1;Active;15/01/2026;19426,23;15/01/2026;31/03/2026;OPZIONATO; ;SI
40816277;Stock New;;;;TOYOTA;YARIS;TOYOTA YARIS Hybrid 115 Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;88;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Storm Grey Met.;Tessuto nero;Business Pack,Vernice metallizzata;942,62;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";11/06/2026;;;;403240;Stock Open;26ANY15HSF YAR1;Active;15/01/2026;19426,23;15/01/2026;30/03/2026;OPZIONATO; ;SI
40816286;Stock New;;;;TOYOTA;YARIS;TOYOTA YARIS Hybrid 115 Icon Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;98;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Storm Grey Met.;Tessuto nero;;;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";11/06/2026;;;;403240;Stock Open;26ANY15HSF ICO1;Active;15/01/2026;21721,31;15/01/2026;02/04/2026;OPZIONATO; ;SI
40816304;Stock New;;;;TOYOTA;YARIS;TOYOTA YARIS Hybrid 115 Icon Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;98;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Black Met.;Tessuto nero;;;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";11/06/2026;;;;403240;Stock Open;26ANY15HSF ICO1;Active;15/01/2026;21721,31;15/01/2026;; ; ;SI
